O*NET-SOC Code,Skill,Importance,Title
29-1161.00,Equipment Selection,1.25,Nurse Midwives
53-7061.00,Management of Financial Resources,1.25,Cleaners of Vehicles and Equipment
29-2011.00,Installation,1.25,Medical and Clinical Laboratory Technologists
17-2011.00,Operation and Control,1.25,Aerospace Engineers
27-3011.00,Programming,1.25,Broadcast Announcers and Radio Disc Jockeys
27-3091.00,Management of Material Resources,1.25,Interpreters and Translators
51-6093.00,Science,1.25,Upholsterers
29-2032.00,Programming,1.25,Diagnostic Medical Sonographers
25-2012.00,Programming,1.25,"Kindergarten Teachers, Except Special Education"
51-4052.00,Programming,1.25,"Pourers and Casters, Metal"
15-1242.00,Repairing,1.25,Database Administrators
51-9198.00,Programming,1.25,Helpers--Production Workers
53-1042.00,Science,1.25,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
29-1151.00,Programming,1.25,Nurse Anesthetists
29-1291.00,Programming,1.25,Acupuncturists
15-1243.00,Equipment Maintenance,1.25,Database Architects
13-2031.00,Science,1.25,Budget Analysts
25-3041.00,Management of Material Resources,1.25,Tutors
39-3093.00,Quality Control Analysis,1.25,"Locker Room, Coatroom, and Dressing Room Attendants"
53-7073.00,Programming,1.25,Wellhead Pumpers
39-5011.00,Science,1.25,Barbers
11-9199.11,Equipment Selection,1.25,Brownfield Redevelopment Specialists and Site Managers
25-1121.00,Operation and Control,1.25,"Art, Drama, and Music Teachers, Postsecondary"
53-7011.00,Programming,1.25,Conveyor Operators and Tenders
29-1229.04,Equipment Selection,1.25,Physical Medicine and Rehabilitation Physicians
25-3021.00,Management of Financial Resources,1.25,Self-Enrichment Teachers
53-7073.00,Installation,1.25,Wellhead Pumpers
15-1254.00,Installation,1.25,Web Developers
25-1112.00,Management of Financial Resources,1.25,"Law Teachers, Postsecondary"
17-1021.00,Repairing,1.25,Cartographers and Photogrammetrists
13-1199.06,Science,1.25,Online Merchants
53-2012.00,Repairing,1.25,Commercial Pilots
53-2021.00,Equipment Selection,1.25,Air Traffic Controllers
51-5113.00,Operations Analysis,1.25,Print Binding and Finishing Workers
27-2041.00,Operations Monitoring,1.25,Music Directors and Composers
21-1015.00,Quality Control Analysis,1.25,Rehabilitation Counselors
19-1029.01,Operation and Control,1.25,Bioinformatics Scientists
21-1013.00,Management of Material Resources,1.25,Marriage and Family Therapists
25-1123.00,Quality Control Analysis,1.25,"English Language and Literature Teachers, Postsecondary"
39-3093.00,Management of Material Resources,1.25,"Locker Room, Coatroom, and Dressing Room Attendants"
25-1111.00,Technology Design,1.25,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
53-7081.00,Management of Financial Resources,1.25,Refuse and Recyclable Material Collectors
31-9099.02,Operations Analysis,1.25,Endoscopy Technicians
43-4031.00,Repairing,1.25,"Court, Municipal, and License Clerks"
41-3031.00,Science,1.25,"Securities, Commodities, and Financial Services Sales Agents"
43-4031.00,Troubleshooting,1.25,"Court, Municipal, and License Clerks"
51-4191.00,Installation,1.25,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
13-1199.06,Equipment Selection,1.25,Online Merchants
51-4192.00,Science,1.25,"Layout Workers, Metal and Plastic"
11-9171.00,Science,1.25,Funeral Home Managers
33-3021.02,Equipment Selection,1.25,Police Identification and Records Officers
43-4031.00,Equipment Maintenance,1.25,"Court, Municipal, and License Clerks"
47-5081.00,Installation,1.25,Helpers--Extraction Workers
41-3041.00,Quality Control Analysis,1.25,Travel Agents
45-2041.00,Science,1.25,"Graders and Sorters, Agricultural Products"
29-1128.00,Installation,1.25,Exercise Physiologists
39-4021.00,Repairing,1.25,Funeral Attendants
25-1121.00,Equipment Selection,1.25,"Art, Drama, and Music Teachers, Postsecondary"
13-2031.00,Quality Control Analysis,1.25,Budget Analysts
27-3043.00,Mathematics,1.25,Writers and Authors
43-4031.00,Operations Analysis,1.25,"Court, Municipal, and License Clerks"
43-6014.00,Operation and Control,1.25,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
29-1128.00,Equipment Maintenance,1.25,Exercise Physiologists
25-1081.00,Quality Control Analysis,1.25,"Education Teachers, Postsecondary"
27-2041.00,Troubleshooting,1.25,Music Directors and Composers
47-5071.00,Science,1.25,"Roustabouts, Oil and Gas"
51-6021.00,Instructing,1.25,"Pressers, Textile, Garment, and Related Materials"
27-2032.00,Programming,1.25,Choreographers
13-1199.06,Repairing,1.25,Online Merchants
53-2021.00,Equipment Maintenance,1.25,Air Traffic Controllers
13-1199.05,Operation and Control,1.25,Sustainability Specialists
41-3021.00,Management of Financial Resources,1.25,Insurance Sales Agents
11-3031.01,Science,1.25,Treasurers and Controllers
47-3015.00,Operations Analysis,1.25,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
41-9012.00,Instructing,1.25,Models
27-3043.00,Operations Analysis,1.25,Writers and Authors
49-2021.00,Operations Analysis,1.25,"Radio, Cellular, and Tower Equipment Installers and Repairers"
43-9081.00,Programming,1.25,Proofreaders and Copy Markers
41-9012.00,Mathematics,1.25,Models
41-4012.00,Quality Control Analysis,1.25,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
39-3093.00,Operations Analysis,1.25,"Locker Room, Coatroom, and Dressing Room Attendants"
27-3043.05,Operation and Control,1.25,"Poets, Lyricists and Creative Writers"
25-1123.00,Operations Monitoring,1.25,"English Language and Literature Teachers, Postsecondary"
39-4031.00,Equipment Selection,1.25,"Morticians, Undertakers, and Funeral Arrangers"
51-4032.00,Programming,1.25,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
41-3041.00,Science,1.25,Travel Agents
27-2041.00,Science,1.25,Music Directors and Composers
41-4011.07,Equipment Selection,1.25,Solar Sales Representatives and Assessors
39-4011.00,Programming,1.25,Embalmers
13-2099.04,Quality Control Analysis,1.25,"Fraud Examiners, Investigators and Analysts"
53-4022.00,Science,1.19,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
43-4041.00,Programming,1.19,"Credit Authorizers, Checkers, and Clerks"
15-1299.02,Repairing,1.19,Geographic Information Systems Technologists and Technicians
15-1299.02,Installation,1.19,Geographic Information Systems Technologists and Technicians
11-3071.00,Equipment Selection,1.13,"Transportation, Storage, and Distribution Managers"
43-2021.00,Operation and Control,1.12,Telephone Operators
17-2071.00,Installation,1.12,Electrical Engineers
11-1011.03,Equipment Selection,1.12,Chief Sustainability Officers
17-2171.00,Equipment Maintenance,1.12,Petroleum Engineers
35-3031.00,Technology Design,1.12,Waiters and Waitresses
31-1121.00,Operations Analysis,1.12,Home Health Aides
43-5011.00,Installation,1.12,Cargo and Freight Agents
31-2011.00,Installation,1.12,Occupational Therapy Assistants
51-4192.00,Programming,1.12,"Layout Workers, Metal and Plastic"
47-5012.00,Installation,1.12,"Rotary Drill Operators, Oil and Gas"
51-5112.00,Installation,1.12,Printing Press Operators
35-3031.00,Programming,1.12,Waiters and Waitresses
47-2042.00,Management of Financial Resources,1.12,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
19-1041.00,Operation and Control,1.12,Epidemiologists
21-1012.00,Quality Control Analysis,1.12,"Educational, Guidance, and Career Counselors and Advisors"
27-3043.00,Science,1.12,Writers and Authors
51-9192.00,Programming,1.12,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
41-3041.00,Equipment Selection,1.12,Travel Agents
33-9032.00,Equipment Maintenance,1.12,Security Guards
35-3023.01,Operations Analysis,1.12,Baristas
19-1021.00,Installation,1.12,Biochemists and Biophysicists
29-1216.00,Equipment Maintenance,1.12,General Internal Medicine Physicians
51-4072.00,Science,1.12,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
25-2012.00,Management of Financial Resources,1.12,"Kindergarten Teachers, Except Special Education"
33-9011.00,Equipment Maintenance,1.12,Animal Control Workers
13-1041.01,Equipment Maintenance,1.12,Environmental Compliance Inspectors
33-9032.00,Repairing,1.12,Security Guards
29-1023.00,Installation,1.12,Orthodontists
15-2041.01,Operation and Control,1.12,Biostatisticians
27-1014.00,Troubleshooting,1.12,Special Effects Artists and Animators
47-2043.00,Science,1.12,Floor Sanders and Finishers
51-9071.00,Installation,1.12,Jewelers and Precious Stone and Metal Workers
11-9041.01,Installation,1.12,Biofuels/Biodiesel Technology and Product Development Managers
53-2011.00,Repairing,1.12,"Airline Pilots, Copilots, and Flight Engineers"
41-9011.00,Programming,1.12,Demonstrators and Product Promoters
43-5052.00,Instructing,1.12,Postal Service Mail Carriers
25-2021.00,Management of Financial Resources,1.12,"Elementary School Teachers, Except Special Education"
29-1216.00,Installation,1.12,General Internal Medicine Physicians
43-3021.00,Science,1.12,Billing and Posting Clerks
19-1011.00,Equipment Maintenance,1.12,Animal Scientists
43-5052.00,Management of Financial Resources,1.12,Postal Service Mail Carriers
33-2021.00,Equipment Selection,1.12,Fire Inspectors and Investigators
35-9011.00,Technology Design,1.12,Dining Room and Cafeteria Attendants and Bartender Helpers
53-2012.00,Equipment Selection,1.12,Commercial Pilots
11-1011.00,Equipment Selection,1.12,Chief Executives
27-3091.00,Programming,1.12,Interpreters and Translators
19-1011.00,Equipment Selection,1.12,Animal Scientists
47-2132.00,Equipment Maintenance,1.12,"Insulation Workers, Mechanical"
35-9011.00,Programming,1.12,Dining Room and Cafeteria Attendants and Bartender Helpers
51-4194.00,Science,1.12,"Tool Grinders, Filers, and Sharpeners"
17-2112.02,Equipment Selection,1.12,Validation Engineers
43-5053.00,Equipment Selection,1.12,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
51-4194.00,Installation,1.12,"Tool Grinders, Filers, and Sharpeners"
53-1041.00,Installation,1.12,Aircraft Cargo Handling Supervisors
35-9021.00,Operations Analysis,1.12,Dishwashers
35-9021.00,Technology Design,1.12,Dishwashers
13-2081.00,Installation,1.12,"Tax Examiners and Collectors, and Revenue Agents"
15-2099.01,Equipment Selection,1.12,Bioinformatics Technicians
13-1071.00,Operation and Control,1.12,Human Resources Specialists
27-4031.00,Installation,1.12,"Camera Operators, Television, Video, and Film"
17-3022.00,Equipment Selection,1.12,Civil Engineering Technologists and Technicians
41-4011.07,Installation,1.12,Solar Sales Representatives and Assessors
17-3029.01,Installation,1.12,Non-Destructive Testing Specialists
51-1011.00,Installation,1.12,First-Line Supervisors of Production and Operating Workers
23-1011.00,Quality Control Analysis,1.12,Lawyers
33-2021.00,Equipment Maintenance,1.12,Fire Inspectors and Investigators
19-2021.00,Operation and Control,1.12,Atmospheric and Space Scientists
15-1221.00,Equipment Maintenance,1.12,Computer and Information Research Scientists
39-9031.00,Management of Financial Resources,1.12,Exercise Trainers and Group Fitness Instructors
25-1121.00,Installation,1.12,"Art, Drama, and Music Teachers, Postsecondary"
35-3041.00,Equipment Selection,1.12,"Food Servers, Nonrestaurant"
33-9092.00,Management of Financial Resources,1.12,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
43-2021.00,Quality Control Analysis,1.12,Telephone Operators
19-2012.00,Installation,1.12,Physicists
25-1111.00,Quality Control Analysis,1.12,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
13-1023.00,Science,1.12,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
13-1051.00,Operation and Control,1.12,Cost Estimators
15-1221.00,Repairing,1.12,Computer and Information Research Scientists
43-9051.00,Operations Analysis,1.12,"Mail Clerks and Mail Machine Operators, Except Postal Service"
51-3011.00,Repairing,1.12,Bakers
29-1215.00,Operation and Control,1.12,Family Medicine Physicians
27-3043.00,Management of Material Resources,1.12,Writers and Authors
31-2012.00,Programming,1.12,Occupational Therapy Aides
27-2012.00,Science,1.12,Producers and Directors
47-2044.00,Installation,1.12,Tile and Stone Setters
35-9011.00,Operations Analysis,1.12,Dining Room and Cafeteria Attendants and Bartender Helpers
43-3011.00,Operations Analysis,1.12,Bill and Account Collectors
35-3041.00,Programming,1.12,"Food Servers, Nonrestaurant"
35-3041.00,Equipment Maintenance,1.12,"Food Servers, Nonrestaurant"
13-1071.00,Science,1.12,Human Resources Specialists
17-2112.02,Repairing,1.12,Validation Engineers
43-5052.00,Troubleshooting,1.12,Postal Service Mail Carriers
47-5011.00,Installation,1.12,"Derrick Operators, Oil and Gas"
43-9051.00,Science,1.12,"Mail Clerks and Mail Machine Operators, Except Postal Service"
51-4193.00,Installation,1.12,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
51-6063.00,Technology Design,1.12,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
27-1014.00,Science,1.12,Special Effects Artists and Animators
27-3043.00,Management of Financial Resources,1.12,Writers and Authors
47-5011.00,Technology Design,1.12,"Derrick Operators, Oil and Gas"
41-9012.00,Learning Strategies,1.12,Models
27-1022.00,Science,1.12,Fashion Designers
53-7064.00,Operations Analysis,1.12,"Packers and Packagers, Hand"
11-9199.01,Operation and Control,1.12,Regulatory Affairs Managers
31-1132.00,Technology Design,1.12,Orderlies
31-1132.00,Operations Analysis,1.12,Orderlies
21-1013.00,Operation and Control,1.12,Marriage and Family Therapists
27-3042.00,Troubleshooting,1.12,Technical Writers
15-2031.00,Equipment Selection,1.12,Operations Research Analysts
23-1022.00,Quality Control Analysis,1.12,"Arbitrators, Mediators, and Conciliators"
23-1022.00,Management of Financial Resources,1.12,"Arbitrators, Mediators, and Conciliators"
43-5021.00,Repairing,1.12,Couriers and Messengers
47-2073.00,Programming,1.12,Operating Engineers and Other Construction Equipment Operators
27-1026.00,Installation,1.12,Merchandise Displayers and Window Trimmers
41-9041.00,Programming,1.12,Telemarketers
47-5043.00,Technology Design,1.12,"Roof Bolters, Mining"
51-9162.00,Installation,1.12,Computer Numerically Controlled Tool Programmers
47-2081.00,Science,1.12,Drywall and Ceiling Tile Installers
43-5061.00,Science,1.12,"Production, Planning, and Expediting Clerks"
47-2082.00,Science,1.12,Tapers
41-9021.00,Science,1.12,Real Estate Brokers
11-9179.01,Repairing,1.12,Fitness and Wellness Coordinators
51-2041.00,Installation,1.12,Structural Metal Fabricators and Fitters
43-5021.00,Equipment Selection,1.12,Couriers and Messengers
41-9041.00,Quality Control Analysis,1.12,Telemarketers
29-1229.02,Equipment Selection,1.12,Hospitalists
13-2099.01,Troubleshooting,1.12,Financial Quantitative Analysts
23-1022.00,Management of Material Resources,1.12,"Arbitrators, Mediators, and Conciliators"
41-9012.00,Systems Evaluation,1.12,Models
35-2014.00,Programming,1.12,"Cooks, Restaurant"
43-9071.00,Installation,1.12,"Office Machine Operators, Except Computer"
47-2082.00,Technology Design,1.12,Tapers
51-6042.00,Science,1.12,Shoe Machine Operators and Tenders
11-9032.00,Operation and Control,1.12,"Education Administrators, Kindergarten through Secondary"
41-9041.00,Technology Design,1.12,Telemarketers
35-3023.00,Science,1.12,Fast Food and Counter Workers
51-2041.00,Management of Material Resources,1.12,Structural Metal Fabricators and Fitters
43-5032.00,Science,1.12,"Dispatchers, Except Police, Fire, and Ambulance"
51-9111.00,Programming,1.12,Packaging and Filling Machine Operators and Tenders
25-1124.00,Management of Financial Resources,1.12,"Foreign Language and Literature Teachers, Postsecondary"
13-1031.00,Operation and Control,1.12,"Claims Adjusters, Examiners, and Investigators"
41-9022.00,Science,1.12,Real Estate Sales Agents
51-4122.00,Programming,1.12,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
25-1125.00,Technology Design,1.12,"History Teachers, Postsecondary"
53-2021.00,Repairing,1.12,Air Traffic Controllers
51-2051.00,Operations Analysis,1.12,Fiberglass Laminators and Fabricators
11-9179.02,Science,1.12,Spa Managers
47-5051.00,Science,1.12,"Rock Splitters, Quarry"
43-5061.00,Equipment Selection,1.12,"Production, Planning, and Expediting Clerks"
47-2071.00,Science,1.12,"Paving, Surfacing, and Tamping Equipment Operators"
53-7073.00,Science,1.12,Wellhead Pumpers
47-2072.00,Operations Analysis,1.12,Pile Driver Operators
27-1025.00,Equipment Selection,1.12,Interior Designers
53-7072.00,Installation,1.12,"Pump Operators, Except Wellhead Pumpers"
35-1012.00,Equipment Maintenance,1.12,First-Line Supervisors of Food Preparation and Serving Workers
47-5071.00,Operations Analysis,1.12,"Roustabouts, Oil and Gas"
19-1029.03,Equipment Selection,1.12,Geneticists
13-1031.00,Equipment Selection,1.12,"Claims Adjusters, Examiners, and Investigators"
53-4031.00,Equipment Maintenance,1.12,Railroad Conductors and Yardmasters
11-2011.00,Equipment Selection,1.12,Advertising and Promotions Managers
35-1012.00,Equipment Selection,1.12,First-Line Supervisors of Food Preparation and Serving Workers
31-1132.00,Equipment Maintenance,1.12,Orderlies
41-2022.00,Installation,1.12,Parts Salespersons
41-3021.00,Science,1.12,Insurance Sales Agents
41-9041.00,Science,1.12,Telemarketers
51-2021.00,Installation,1.12,"Coil Winders, Tapers, and Finishers"
11-9041.00,Equipment Maintenance,1.12,Architectural and Engineering Managers
19-1031.00,Installation,1.12,Conservation Scientists
43-5041.00,Science,1.12,"Meter Readers, Utilities"
51-9191.00,Installation,1.12,Adhesive Bonding Machine Operators and Tenders
41-2011.00,Programming,1.12,Cashiers
43-9061.00,Operations Analysis,1.12,"Office Clerks, General"
41-2011.00,Operations Analysis,1.12,Cashiers
13-1041.03,Operation and Control,1.12,Equal Opportunity Representatives and Officers
31-9099.01,Repairing,1.12,Speech-Language Pathology Assistants
51-9124.00,Installation,1.12,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
43-9081.00,Science,1.12,Proofreaders and Copy Markers
13-1041.03,Equipment Selection,1.12,Equal Opportunity Representatives and Officers
41-3031.00,Equipment Selection,1.12,"Securities, Commodities, and Financial Services Sales Agents"
53-7065.00,Science,1.12,Stockers and Order Fillers
19-3099.01,Troubleshooting,1.12,Transportation Planners
47-2021.00,Installation,1.12,Brickmasons and Blockmasons
41-1012.00,Troubleshooting,1.12,First-Line Supervisors of Non-Retail Sales Workers
23-1021.00,Quality Control Analysis,1.12,"Administrative Law Judges, Adjudicators, and Hearing Officers"
33-9032.00,Technology Design,1.12,Security Guards
47-2051.00,Programming,1.12,Cement Masons and Concrete Finishers
43-1011.00,Operation and Control,1.12,First-Line Supervisors of Office and Administrative Support Workers
41-3031.00,Installation,1.12,"Securities, Commodities, and Financial Services Sales Agents"
51-5113.00,Science,1.12,Print Binding and Finishing Workers
53-7081.00,Technology Design,1.12,Refuse and Recyclable Material Collectors
41-3031.00,Operation and Control,1.12,"Securities, Commodities, and Financial Services Sales Agents"
33-9099.02,Equipment Selection,1.12,Retail Loss Prevention Specialists
41-3031.00,Equipment Maintenance,1.12,"Securities, Commodities, and Financial Services Sales Agents"
25-1194.00,Installation,1.12,"Career/Technical Education Teachers, Postsecondary"
41-3031.00,Troubleshooting,1.12,"Securities, Commodities, and Financial Services Sales Agents"
35-3011.00,Equipment Maintenance,1.12,Bartenders
33-9032.00,Equipment Selection,1.12,Security Guards
27-2012.05,Science,1.12,Media Technical Directors/Managers
53-7064.00,Technology Design,1.12,"Packers and Packagers, Hand"
19-3099.01,Repairing,1.12,Transportation Planners
53-7065.00,Installation,1.12,Stockers and Order Fillers
27-3091.00,Science,1.12,Interpreters and Translators
41-3021.00,Management of Material Resources,1.12,Insurance Sales Agents
43-5021.00,Science,1.12,Couriers and Messengers
11-9141.00,Equipment Selection,1.12,"Property, Real Estate, and Community Association Managers"
15-2051.01,Equipment Maintenance,1.12,Business Intelligence Analysts
11-9071.00,Operation and Control,1.12,Gambling Managers
35-2015.00,Operations Analysis,1.12,"Cooks, Short Order"
41-9012.00,Quality Control Analysis,1.12,Models
21-1015.00,Operation and Control,1.12,Rehabilitation Counselors
19-1031.00,Equipment Maintenance,1.12,Conservation Scientists
35-2015.00,Programming,1.12,"Cooks, Short Order"
51-9124.00,Science,1.12,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
41-3021.00,Quality Control Analysis,1.12,Insurance Sales Agents
19-1031.00,Repairing,1.12,Conservation Scientists
15-2051.01,Troubleshooting,1.12,Business Intelligence Analysts
41-2012.00,Operations Analysis,1.12,Gambling Change Persons and Booth Cashiers
29-1229.02,Operation and Control,1.12,Hospitalists
27-2012.03,Equipment Selection,1.12,Media Programming Directors
45-1011.00,Installation,1.12,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
13-2099.01,Equipment Selection,1.12,Financial Quantitative Analysts
29-1299.01,Equipment Selection,1.12,Naturopathic Physicians
11-9199.02,Equipment Selection,1.12,Compliance Managers
41-9091.00,Quality Control Analysis,1.12,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
13-1032.00,Science,1.12,"Insurance Appraisers, Auto Damage"
35-2021.00,Operations Analysis,1.12,Food Preparation Workers
53-7065.00,Repairing,1.12,Stockers and Order Fillers
35-2021.00,Technology Design,1.12,Food Preparation Workers
43-5041.00,Installation,1.12,"Meter Readers, Utilities"
35-2021.00,Equipment Selection,1.12,Food Preparation Workers
31-1131.00,Operations Analysis,1.12,Nursing Assistants
11-9032.00,Equipment Selection,1.12,"Education Administrators, Kindergarten through Secondary"
45-2091.00,Operations Analysis,1.12,Agricultural Equipment Operators
25-4022.00,Equipment Maintenance,1.12,Librarians and Media Collections Specialists
25-1031.00,Equipment Selection,1.12,"Architecture Teachers, Postsecondary"
11-3031.00,Operation and Control,1.12,Financial Managers
25-4022.00,Science,1.12,Librarians and Media Collections Specialists
43-4121.00,Operations Analysis,1.12,"Library Assistants, Clerical"
31-9094.00,Technology Design,1.12,Medical Transcriptionists
19-5012.00,Equipment Maintenance,1.12,Occupational Health and Safety Technicians
51-8099.01,Operations Analysis,1.12,Biofuels Processing Technicians
53-3011.00,Programming,1.12,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
27-2042.00,Science,1.12,Musicians and Singers
25-4022.00,Equipment Selection,1.12,Librarians and Media Collections Specialists
39-2011.00,Equipment Selection,1.12,Animal Trainers
25-4022.00,Installation,1.12,Librarians and Media Collections Specialists
29-1131.00,Equipment Maintenance,1.12,Veterinarians
33-3012.00,Management of Financial Resources,1.12,Correctional Officers and Jailers
43-4131.00,Science,1.12,Loan Interviewers and Clerks
25-2059.01,Equipment Selection,1.12,Adapted Physical Education Specialists
47-2161.00,Science,1.12,Plasterers and Stucco Masons
39-2011.00,Programming,1.12,Animal Trainers
43-4011.00,Quality Control Analysis,1.12,Brokerage Clerks
11-9199.10,Equipment Maintenance,1.12,Wind Energy Development Managers
29-2099.01,Operations Analysis,1.12,Neurodiagnostic Technologists
29-2053.00,Equipment Selection,1.12,Psychiatric Technicians
13-1131.00,Equipment Selection,1.12,Fundraisers
29-1122.01,Management of Financial Resources,1.12,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
43-6012.00,Management of Material Resources,1.12,Legal Secretaries and Administrative Assistants
51-8011.00,Equipment Maintenance,1.12,Nuclear Power Reactor Operators
15-1253.00,Repairing,1.12,Software Quality Assurance Analysts and Testers
47-2171.00,Installation,1.12,Reinforcing Iron and Rebar Workers
39-3011.00,Technology Design,1.12,Gambling Dealers
11-9121.01,Operation and Control,1.12,Clinical Research Coordinators
11-3051.03,Repairing,1.12,Biofuels Production Managers
11-9199.10,Repairing,1.12,Wind Energy Development Managers
25-1052.00,Operation and Control,1.12,"Chemistry Teachers, Postsecondary"
25-1052.00,Equipment Maintenance,1.12,"Chemistry Teachers, Postsecondary"
27-3092.00,Programming,1.12,Court Reporters and Simultaneous Captioners
43-4111.00,Quality Control Analysis,1.12,"Interviewers, Except Eligibility and Loan"
43-4031.00,Science,1.12,"Court, Municipal, and License Clerks"
11-9121.00,Equipment Selection,1.12,Natural Sciences Managers
39-2021.00,Installation,1.12,Animal Caretakers
29-1122.01,Equipment Selection,1.12,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
43-4011.00,Operation and Control,1.12,Brokerage Clerks
51-7041.00,Programming,1.12,"Sawing Machine Setters, Operators, and Tenders, Wood"
53-3033.00,Science,1.12,Light Truck Drivers
25-1061.00,Operations Monitoring,1.12,"Anthropology and Archeology Teachers, Postsecondary"
25-4031.00,Repairing,1.12,Library Technicians
39-5094.00,Management of Financial Resources,1.12,Skincare Specialists
27-2023.00,Equipment Selection,1.12,"Umpires, Referees, and Other Sports Officials"
19-3091.00,Troubleshooting,1.12,Anthropologists and Archeologists
51-3092.00,Programming,1.12,Food Batchmakers
27-3092.00,Operations Analysis,1.12,Court Reporters and Simultaneous Captioners
51-9195.00,Installation,1.12,"Molders, Shapers, and Casters, Except Metal and Plastic"
19-4099.03,Installation,1.12,Remote Sensing Technicians
51-7031.00,Equipment Maintenance,1.12,"Model Makers, Wood"
13-1111.00,Equipment Selection,1.12,Management Analysts
27-2042.00,Equipment Maintenance,1.12,Musicians and Singers
51-9197.00,Installation,1.12,Tire Builders
39-6011.00,Operations Analysis,1.12,Baggage Porters and Bellhops
33-3051.00,Operations Analysis,1.12,Police and Sheriff's Patrol Officers
49-3091.00,Programming,1.12,Bicycle Repairers
43-6012.00,Operations Analysis,1.12,Legal Secretaries and Administrative Assistants
29-2099.08,Quality Control Analysis,1.12,Patient Representatives
47-4031.00,Science,1.12,Fence Erectors
25-2058.00,Equipment Selection,1.12,"Special Education Teachers, Secondary School"
53-7041.00,Installation,1.12,Hoist and Winch Operators
27-2042.00,Installation,1.12,Musicians and Singers
43-9022.00,Equipment Selection,1.12,Word Processors and Typists
19-2099.01,Troubleshooting,1.12,Remote Sensing Scientists and Technologists
39-5092.00,Operation and Control,1.12,Manicurists and Pedicurists
25-4022.00,Operation and Control,1.12,Librarians and Media Collections Specialists
19-2099.01,Equipment Maintenance,1.12,Remote Sensing Scientists and Technologists
27-2023.00,Equipment Maintenance,1.12,"Umpires, Referees, and Other Sports Officials"
39-5093.00,Operations Analysis,1.12,Shampooers
19-2099.01,Installation,1.12,Remote Sensing Scientists and Technologists
29-2099.05,Operations Analysis,1.12,Ophthalmic Medical Technologists
27-2023.00,Operation and Control,1.12,"Umpires, Referees, and Other Sports Officials"
17-3012.00,Repairing,1.12,Electrical and Electronics Drafters
15-1251.00,Operation and Control,1.12,Computer Programmers
53-6041.00,Installation,1.12,Traffic Technicians
29-1141.00,Repairing,1.12,Registered Nurses
51-7032.00,Installation,1.12,"Patternmakers, Wood"
25-2058.00,Operation and Control,1.12,"Special Education Teachers, Secondary School"
43-3071.00,Operations Analysis,1.12,Tellers
25-4031.00,Equipment Selection,1.12,Library Technicians
51-9195.03,Installation,1.12,"Stone Cutters and Carvers, Manufacturing"
43-9021.00,Operations Analysis,1.12,Data Entry Keyers
39-3011.00,Equipment Maintenance,1.12,Gambling Dealers
13-1161.01,Troubleshooting,1.12,Search Marketing Strategists
39-3091.00,Equipment Selection,1.12,Amusement and Recreation Attendants
39-3091.00,Operations Analysis,1.12,Amusement and Recreation Attendants
13-1199.04,Science,1.12,Business Continuity Planners
33-3021.06,Quality Control Analysis,1.12,Intelligence Analysts
53-6051.07,Installation,1.12,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
15-1255.01,Installation,1.12,Video Game Designers
15-1255.01,Equipment Selection,1.12,Video Game Designers
45-2041.00,Management of Material Resources,1.12,"Graders and Sorters, Agricultural Products"
51-8013.03,Installation,1.12,Biomass Plant Technicians
47-3015.00,Science,1.12,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
19-3033.00,Equipment Selection,1.12,Clinical and Counseling Psychologists
19-3033.00,Operation and Control,1.12,Clinical and Counseling Psychologists
31-9095.00,Repairing,1.12,Pharmacy Aides
45-2041.00,Management of Financial Resources,1.12,"Graders and Sorters, Agricultural Products"
39-4021.00,Programming,1.12,Funeral Attendants
43-4051.00,Quality Control Analysis,1.12,Customer Service Representatives
19-5011.00,Repairing,1.12,Occupational Health and Safety Specialists
43-4071.00,Equipment Selection,1.12,File Clerks
13-1199.06,Troubleshooting,1.12,Online Merchants
